customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date,total_spend,customer_value,engagement_score,recency_days,monthly_spend,customer_type
1671,18,1,8,120458,97,17,68.22,0,24,0.65,0,Love the products and fast shipping.,2025-10-05,1159.74,0.0,16.904999999999998,177,1159.74,2
1672,25,0,7,60126,32,20,33.08,7,29,0.05,0,"Great experience, will shop again!",2025-06-28,661.5999999999999,4631.199999999999,20.584999999999997,276,7.783529411764705,0
1673,21,1,8,89096,95,16,61.12,0,5,0.88,0,Good quality and value for money.,2025-06-19,977.92,0.0,3.536,285,977.92,2
1674,37,1,0,91346,66,26,54.24,6,14,0.92,0,Very satisfied with my purchase.,2025-10-15,1410.24,8461.44,9.823999999999998,167,19.318356164383562,1
1675,47,1,8,105997,73,29,56.39,7,12,0.77,0,Love the products and fast shipping.,2025-06-20,1635.31,11447.17,8.469,284,19.238941176470586,2
1676,44,1,9,80314,95,26,57.59,6,15,0.28,0,Very satisfied with my purchase.,2025-07-24,1497.3400000000001,8984.04,10.716,250,20.51150684931507,2
1677,65,0,4,76345,80,42,59.15,15,1,0.22,0,"Great experience, will shop again!",2025-10-27,2484.2999999999997,37264.49999999999,0.9339999999999999,155,13.725414364640882,2
1678,56,1,7,88198,60,10,44.9,0,13,0.03,1,Customer service was unhelpful.,2024-08-01,449.0,0.0,9.391,607,449.0,1
1679,67,0,4,164883,16,21,46.22,6,23,0.37,0,"Great experience, will shop again!",2025-09-26,970.62,5823.72,16.288999999999998,186,13.296164383561644,0
1680,54,0,4,121711,80,22,67.56,3,17,0.25,0,Very satisfied with my purchase.,2025-07-06,1486.3200000000002,4458.960000000001,12.124999999999998,268,40.17081081081081,2
1681,68,1,9,135985,17,20,42.82,5,26,0.14,1,Difficult to navigate the website.,2025-01-13,856.4,4282.0,18.458,442,14.039344262295081,0
1682,58,1,0,154080,35,39,51.73,14,30,0.91,0,"Great experience, will shop again!",2025-06-07,2017.4699999999998,28244.579999999998,21.027,297,11.937692307692307,0
1683,30,0,4,142909,39,33,55.03,11,9,0.56,0,Love the products and fast shipping.,2025-07-12,1815.99,19975.89,6.4319999999999995,262,13.65406015037594,0
1684,67,1,9,106626,45,11,47.5,0,4,0.56,1,Difficult to navigate the website.,2024-06-03,522.5,0.0,2.932,666,522.5,1
1685,64,1,7,52324,8,20,37.14,8,2,0.18,1,"Poor quality, item broke after a week.",2025-04-08,742.8,5942.4,1.646,357,7.657731958762886,0
1686,37,1,8,114772,45,11,52.15,1,10,0.83,1,Shipping was too slow.,2024-08-10,573.65,573.65,7.051,598,44.12692307692308,1
1687,24,0,1,78739,37,13,48.23,3,8,0.01,0,"Great experience, will shop again!",2025-06-16,626.99,1880.97,5.896999999999999,288,16.945675675675677,0
1688,55,1,9,176516,61,21,59.6,3,1,0.97,1,"Poor quality, item broke after a week.",2024-07-31,1251.6000000000001,3754.8,0.709,608,33.82702702702703,1
1689,50,0,2,110451,80,29,63.41,8,2,0.04,0,The website is easy to use.,2025-08-05,1838.8899999999999,14711.119999999999,1.688,238,18.95762886597938,2
1690,66,0,9,140314,46,25,60.67,6,7,0.07,0,Love the products and fast shipping.,2025-09-18,1516.75,9100.5,5.178999999999999,194,20.777397260273972,1
1691,46,1,8,48867,88,22,52.8,5,23,0.49,0,Good quality and value for money.,2025-08-20,1161.6,5808.0,16.252999999999997,223,19.04262295081967,2
1692,23,0,0,112703,44,19,43.1,5,9,0.71,0,Good quality and value for money.,2025-09-04,818.9,4094.5,6.387,208,13.424590163934425,1
1693,18,1,9,113120,74,14,58.5,0,16,0.79,0,Very satisfied with my purchase.,2025-06-13,819.0,0.0,11.263,291,819.0,2
1694,37,0,0,44153,59,20,38.88,6,4,0.45,0,Good quality and value for money.,2025-10-13,777.6,4665.6,2.965,169,10.652054794520549,1
1695,61,1,2,111848,74,33,64.82,9,12,0.64,0,Love the products and fast shipping.,2025-07-04,2139.06,19251.54,8.508,270,19.62440366972477,2
1696,44,0,3,37359,58,25,42.62,8,2,0.05,0,Love the products and fast shipping.,2025-09-02,1065.5,8524.0,1.6849999999999998,210,10.984536082474227,1
1697,21,1,1,51139,86,17,51.55,2,4,0.67,0,Excellent customer service.,2025-08-25,876.3499999999999,1752.6999999999998,2.899,218,35.053999999999995,2
1698,51,1,5,60150,32,13,43.55,4,24,1.0,0,Excellent customer service.,2025-06-20,566.15,2264.6,16.799999999999997,284,11.55408163265306,0
1699,38,1,4,65213,38,23,45.34,7,27,0.74,0,Love the products and fast shipping.,2025-09-29,1042.8200000000002,7299.740000000002,18.977999999999998,183,12.268470588235296,0
1700,41,0,1,24374,74,37,42.39,13,19,0.62,0,Excellent customer service.,2025-07-05,1568.43,20389.59,13.414,269,9.99,2
1701,24,0,5,63169,58,10,52.12,0,16,0.43,0,"Great experience, will shop again!",2025-07-14,521.1999999999999,0.0,11.370999999999999,260,521.1999999999999,1
1702,36,1,1,45372,66,35,47.35,12,17,0.47,0,The website is easy to use.,2025-07-11,1657.25,19887.0,12.059,263,11.429310344827586,1
1703,21,1,8,74333,63,15,50.57,3,30,0.27,0,Excellent customer service.,2025-06-02,758.55,2275.6499999999996,21.219,302,20.50135135135135,1
1704,43,1,9,99066,3,9,46.66,2,5,0.48,0,Love the products and fast shipping.,2025-09-05,419.93999999999994,839.8799999999999,3.656,207,16.7976,0
1705,27,1,5,65604,20,13,46.16,4,29,0.18,0,Good quality and value for money.,2025-05-20,600.0799999999999,2400.3199999999997,20.545999999999996,315,12.246530612244896,0
1706,36,1,3,37432,36,29,25.88,11,6,0.32,0,Very satisfied with my purchase.,2025-10-01,750.52,8255.72,4.403999999999999,181,5.643007518796992,0
1707,34,1,9,104437,38,17,45.73,4,7,0.24,0,Love the products and fast shipping.,2025-10-16,777.41,3109.64,5.127999999999999,166,15.865510204081632,0
1708,69,0,8,74971,44,21,52.86,6,19,0.95,0,The website is easy to use.,2025-08-10,1110.06,6660.36,13.315,233,15.206301369863013,1
1709,24,0,5,52029,58,16,51.63,3,3,0.72,0,Very satisfied with my purchase.,2025-06-30,826.08,2478.2400000000002,2.1839999999999997,274,22.326486486486488,1
1710,27,1,5,53268,58,18,32.53,4,20,0.61,0,The website is easy to use.,2025-10-03,585.54,2342.16,14.117,179,11.949795918367347,1
1711,59,0,9,150096,54,15,60.72,0,9,0.54,0,Good quality and value for money.,2025-09-28,910.8,0.0,6.438,184,910.8,1
1712,44,0,1,61734,13,17,37.96,5,23,0.11,0,Excellent customer service.,2025-09-15,645.32,3226.6000000000004,16.366999999999997,197,10.579016393442624,0
1713,69,1,2,163598,13,20,50.76,6,22,0.54,0,Love the products and fast shipping.,2025-05-23,1015.1999999999999,6091.2,15.537999999999998,312,13.906849315068492,0
1714,66,0,1,32958,57,31,47.04,12,7,0.97,0,The website is easy to use.,2025-06-25,1458.24,17498.88,4.909,279,10.056827586206897,1
1715,37,1,4,139718,54,27,58.52,7,17,0.07,0,Excellent customer service.,2025-07-01,1580.0400000000002,11060.28,12.178999999999998,273,18.588705882352944,1
1716,44,0,0,70524,89,33,55.06,10,17,0.52,0,Love the products and fast shipping.,2025-07-13,1816.98,18169.8,12.043999999999999,261,15.016363636363636,2
1717,37,0,3,25107,56,23,38.0,9,5,0.16,0,"Great experience, will shop again!",2025-08-14,874.0,7866.0,3.752,229,8.01834862385321,1
1718,58,0,1,72150,46,30,39.05,11,1,0.38,0,Very satisfied with my purchase.,2025-05-28,1171.5,12886.5,0.8859999999999999,307,8.808270676691729,1
1719,66,1,9,136420,53,28,50.41,8,2,0.28,0,"Great experience, will shop again!",2025-10-27,1411.48,11291.84,1.6159999999999999,155,14.551340206185568,1
1720,18,1,9,77783,66,9,47.12,0,20,0.59,0,Very satisfied with my purchase.,2025-10-12,424.08,0.0,14.123,170,424.08,1
1721,55,1,1,52347,66,22,43.15,6,25,0.15,0,Love the products and fast shipping.,2025-10-09,949.3,5695.799999999999,17.755,173,13.004109589041095,1
1722,45,1,8,75385,85,33,59.01,10,25,0.02,0,"Great experience, will shop again!",2025-05-27,1947.33,19473.3,17.794,308,16.093636363636364,2
1723,55,0,5,56980,43,19,39.32,6,19,0.33,0,The website is easy to use.,2025-10-08,747.08,4482.4800000000005,13.501,174,10.233972602739726,1
1724,45,1,9,124163,96,19,56.35,1,24,0.14,0,Excellent customer service.,2025-07-10,1070.65,1070.65,17.057999999999996,264,82.35769230769232,2
1725,26,1,5,33348,97,11,38.8,0,25,0.15,0,Love the products and fast shipping.,2025-09-29,426.79999999999995,0.0,17.755,183,426.79999999999995,2
1726,70,0,4,118065,15,33,43.36,13,18,0.55,0,The website is easy to use.,2025-05-14,1430.8799999999999,18601.44,12.735,321,9.113885350318471,0
1727,27,0,4,115835,88,17,69.57,1,2,0.77,0,The website is easy to use.,2025-05-25,1182.6899999999998,1182.6899999999998,1.4689999999999999,310,90.97615384615384,2
1728,39,1,8,128757,14,18,50.95,6,2,0.86,0,The website is easy to use.,2025-08-04,917.1,5502.6,1.442,239,12.563013698630137,0
1729,41,0,2,106569,47,30,46.89,10,10,0.22,0,Good quality and value for money.,2025-05-31,1406.7,14067.0,7.234,304,11.625619834710744,1
1730,21,1,8,59390,79,12,54.06,0,27,0.04,0,Excellent customer service.,2025-10-07,648.72,0.0,19.188,175,648.72,2
1731,67,1,1,82267,38,11,34.4,2,1,0.73,1,Difficult to navigate the website.,2024-02-28,378.4,756.8,0.7809999999999999,762,15.136,0
1732,26,1,5,39788,24,12,23.76,4,9,0.64,1,"Poor quality, item broke after a week.",2024-09-09,285.12,1140.48,6.4079999999999995,568,5.818775510204082,0
1733,53,1,2,100522,16,19,38.81,7,9,0.23,0,The website is easy to use.,2025-06-02,737.3900000000001,5161.7300000000005,6.531,302,8.675176470588237,0
1734,45,0,7,58677,96,28,51.04,8,23,0.04,0,Love the products and fast shipping.,2025-05-29,1429.12,11432.96,16.387999999999998,306,14.733195876288658,2
1735,45,1,9,80267,93,14,54.09,0,21,0.02,0,Very satisfied with my purchase.,2025-09-05,757.26,0.0,14.994,207,757.26,2
1736,46,0,9,89403,58,20,57.69,5,23,0.63,0,"Great experience, will shop again!",2025-07-17,1153.8,5769.0,16.211,257,18.914754098360653,1
1737,60,1,9,86569,77,31,46.68,10,10,0.48,0,The website is easy to use.,2025-09-22,1447.08,14470.8,7.156,190,11.959338842975207,2
1738,32,1,5,34597,61,14,33.15,3,29,0.04,0,Love the products and fast shipping.,2025-08-29,464.09999999999997,1392.3,20.587999999999997,214,12.543243243243243,1
1739,44,1,5,70624,71,16,56.57,2,17,0.41,0,Love the products and fast shipping.,2025-05-20,905.12,1810.24,12.076999999999998,315,36.2048,2
1740,62,1,9,139612,44,40,58.3,15,23,0.68,0,Love the products and fast shipping.,2025-05-07,2332.0,34980.0,16.195999999999998,328,12.883977900552486,1
1741,40,0,1,79411,13,36,28.49,15,26,0.09,0,Love the products and fast shipping.,2025-08-11,1025.6399999999999,15384.599999999999,18.473,232,5.666519337016574,0
1742,69,1,9,133976,96,42,63.18,13,7,0.44,0,"Great experience, will shop again!",2025-06-12,2653.56,34496.28,5.068,292,16.901656050955413,2
1743,39,0,4,105835,24,33,40.85,12,3,0.97,1,Difficult to navigate the website.,2024-08-26,1348.05,16176.599999999999,2.1089999999999995,582,9.296896551724137,0
1744,69,0,8,142656,76,15,69.5,0,8,0.53,0,"Great experience, will shop again!",2025-10-19,1042.5,0.0,5.741,163,1042.5,2
1745,41,1,7,41590,41,23,40.54,9,14,0.71,0,The website is easy to use.,2025-10-02,932.42,8391.779999999999,9.886999999999999,180,8.554311926605504,1
1746,21,1,5,32442,32,8,41.6,2,27,0.59,0,"Great experience, will shop again!",2025-09-17,332.8,665.6,19.023,195,13.312000000000001,0
1747,26,0,8,131668,22,13,51.38,2,14,0.32,0,"Great experience, will shop again!",2025-09-06,667.94,1335.88,10.004,206,26.7176,0
1748,32,1,2,139268,10,29,49.07,10,22,0.8,0,Very satisfied with my purchase.,2025-09-26,1423.03,14230.3,15.459999999999999,186,11.760578512396695,0
1749,46,1,1,49059,25,25,30.6,9,22,0.05,0,Very satisfied with my purchase.,2025-08-14,765.0,6885.0,15.684999999999999,229,7.018348623853211,0
1750,28,1,9,135756,28,10,46.16,0,19,0.79,1,I will not be shopping here again.,2024-06-27,461.59999999999997,0.0,13.363,642,461.59999999999997,0
1751,32,0,5,50315,48,16,36.62,4,23,0.62,0,Very satisfied with my purchase.,2025-05-12,585.92,2343.68,16.214,323,11.957551020408163,1
1752,68,0,9,73662,66,39,50.01,14,15,0.04,0,Love the products and fast shipping.,2025-06-24,1950.3899999999999,27305.46,10.788,280,11.54076923076923,1
1753,24,0,7,24704,79,19,46.45,5,26,0.29,0,Excellent customer service.,2025-06-29,882.5500000000001,4412.75,18.413,275,14.468032786885248,2
1754,35,0,9,54268,62,15,50.52,3,10,0.71,0,"Great experience, will shop again!",2025-10-27,757.8000000000001,2273.4,7.087,155,20.481081081081083,1
1755,69,1,9,73813,50,32,53.25,12,15,0.03,0,The website is easy to use.,2025-07-18,1704.0,20448.0,10.791,256,11.751724137931035,1
1756,22,0,8,96028,41,17,48.46,4,29,0.19,0,"Great experience, will shop again!",2025-05-23,823.82,3295.28,20.542999999999996,312,16.81265306122449,1
1757,43,1,1,35605,98,32,38.22,9,30,0.71,0,Excellent customer service.,2025-08-17,1223.04,11007.36,21.087,226,11.220550458715596,2
1758,61,0,2,58786,52,13,32.25,3,5,0.25,0,Very satisfied with my purchase.,2025-05-13,419.25,1257.75,3.725,322,11.33108108108108,1
1759,39,0,7,55691,90,15,45.79,1,27,0.74,0,Very satisfied with my purchase.,2025-08-21,686.85,686.85,18.977999999999998,222,52.83461538461539,2
1760,22,1,8,125824,13,11,42.79,1,2,0.7,0,The website is easy to use.,2025-07-23,470.69,470.69,1.49,251,36.206923076923076,0
1761,68,1,9,152900,17,30,55.57,10,20,0.54,0,Love the products and fast shipping.,2025-06-25,1667.1,16671.0,14.138,279,13.777685950413222,0
1762,33,1,4,145510,93,18,60.08,0,18,0.05,0,The website is easy to use.,2025-10-27,1081.44,0.0,12.885,155,1081.44,2
1763,59,0,4,163012,47,37,53.95,11,14,0.56,0,Very satisfied with my purchase.,2025-06-11,1996.15,21957.65,9.931999999999999,293,15.008646616541354,1
1764,27,1,8,51870,85,17,37.72,3,15,0.34,0,"Great experience, will shop again!",2025-07-21,641.24,1923.72,10.698,253,17.33081081081081,2
1765,42,0,9,130513,96,38,58.42,11,28,0.88,0,Love the products and fast shipping.,2025-07-24,2219.96,24419.56,19.636,250,16.69142857142857,2
1766,63,1,5,77686,79,29,58.74,9,24,0.91,0,"Great experience, will shop again!",2025-07-02,1703.46,15331.14,16.826999999999998,272,15.628073394495413,2
1767,41,1,9,129318,41,12,63.69,0,5,1.0,0,Good quality and value for money.,2025-10-24,764.28,0.0,3.5,158,764.28,1
1768,20,1,8,55752,55,10,36.65,0,1,0.99,1,Shipping was too slow.,2024-03-16,366.5,0.0,0.703,745,366.5,1
1769,68,1,1,83472,40,32,41.18,11,1,0.53,0,Excellent customer service.,2025-05-05,1317.76,14495.36,0.841,330,9.90796992481203,0
1770,32,0,5,41872,49,32,44.41,13,2,0.98,0,Very satisfied with my purchase.,2025-05-14,1421.12,18474.559999999998,1.406,321,9.051719745222929,1
1771,30,0,3,61289,75,32,43.32,10,27,0.06,0,Love the products and fast shipping.,2025-09-09,1386.24,13862.4,19.182,203,11.456528925619835,2
1772,31,0,0,124228,36,18,45.64,3,29,0.55,0,Good quality and value for money.,2025-05-13,821.52,2464.56,20.435,322,22.203243243243243,0
1773,23,0,8,93243,14,17,45.89,5,11,0.96,0,Excellent customer service.,2025-09-04,780.13,3900.65,7.712,208,12.789016393442623,0
1774,32,0,8,115189,11,37,53.51,14,4,0.94,1,The product did not match the description.,2024-04-07,1979.87,27718.18,2.8179999999999996,723,11.715207100591716,0
1775,61,1,4,125893,2,31,41.7,12,13,0.08,0,Love the products and fast shipping.,2025-09-27,1292.7,15512.400000000001,9.376,185,8.915172413793103,0
1776,58,0,1,80512,70,12,49.07,0,3,0.99,0,The website is easy to use.,2025-07-06,588.84,0.0,2.1029999999999998,268,588.84,1
1777,57,0,1,47798,64,32,35.81,11,20,0.99,0,Very satisfied with my purchase.,2025-05-31,1145.92,12605.12,14.003,304,8.615939849624061,1
1778,54,0,6,179583,30,27,71.1,7,17,0.93,0,Good quality and value for money.,2025-09-01,1919.6999999999998,13437.899999999998,11.921,211,22.58470588235294,0
1779,21,1,6,88799,59,14,43.52,1,8,0.91,0,The website is easy to use.,2025-10-10,609.2800000000001,609.2800000000001,5.627,172,46.867692307692316,1
1780,20,1,1,59893,60,12,50.84,2,17,0.46,0,Love the products and fast shipping.,2025-09-11,610.08,1220.16,12.062,201,24.403200000000002,1
1781,55,1,2,108038,98,34,64.21,10,20,0.92,0,"Great experience, will shop again!",2025-07-06,2183.14,21831.399999999998,14.024,268,18.042479338842973,2
1782,56,0,5,64662,23,34,29.82,14,26,0.81,1,Difficult to navigate the website.,2024-01-31,1013.88,14194.32,18.256999999999998,790,5.999289940828402,0
1783,65,1,5,84321,33,8,36.78,1,5,0.72,1,The product did not match the description.,2023-10-31,294.24,294.24,3.584,882,22.633846153846154,0
1784,31,1,5,78324,97,26,57.3,6,27,0.0,0,Good quality and value for money.,2025-07-27,1489.8,8938.8,19.2,247,20.40821917808219,2
1785,47,0,4,50334,63,16,34.92,4,30,0.13,0,"Great experience, will shop again!",2025-05-03,558.72,2234.88,21.261,332,11.402448979591837,1
1786,62,1,4,58375,7,22,33.35,9,3,0.21,1,Shipping was too slow.,2024-12-25,733.7,6603.3,2.3369999999999997,461,6.731192660550459,0
1787,67,1,6,114674,43,21,60.21,4,20,0.62,0,The website is easy to use.,2025-05-30,1264.41,5057.64,14.114,305,25.804285714285715,1
1788,30,1,8,102711,25,29,54.73,10,25,0.71,0,"Great experience, will shop again!",2025-06-15,1587.1699999999998,15871.699999999999,17.587,289,13.117107438016527,0
1789,28,0,9,133060,37,23,51.47,6,1,0.95,1,"Poor quality, item broke after a week.",2024-12-20,1183.81,7102.86,0.715,466,16.216575342465752,0
1790,63,1,9,61534,56,12,37.96,1,27,0.34,0,"Great experience, will shop again!",2025-09-18,455.52,455.52,19.098,194,35.04,1
1791,42,1,6,55344,79,17,45.88,3,12,0.08,0,The website is easy to use.,2025-10-27,779.96,2339.88,8.675999999999998,155,21.080000000000002,2
1792,67,1,3,90162,36,37,40.09,15,20,0.13,0,Good quality and value for money.,2025-07-04,1483.3300000000002,22249.95,14.261,270,8.195193370165747,0
1793,67,1,2,160453,23,28,50.38,9,9,0.86,0,Excellent customer service.,2025-10-09,1410.64,12695.76,6.342,173,12.94165137614679,0
1794,25,1,1,51563,95,23,42.71,5,1,0.59,1,"Poor quality, item broke after a week.",2024-05-07,982.33,4911.650000000001,0.823,693,16.103770491803278,2
1795,70,0,9,57614,58,20,52.41,5,30,0.52,0,Love the products and fast shipping.,2025-10-27,1048.1999999999998,5240.999999999999,21.144,155,17.183606557377047,1
1796,44,1,3,27124,10,13,31.36,6,1,0.39,0,Very satisfied with my purchase.,2025-08-20,407.68,2446.08,0.883,223,5.584657534246576,0
1797,60,0,9,80976,30,22,50.27,7,19,0.99,0,The website is easy to use.,2025-09-13,1105.94,7741.58,13.302999999999999,199,13.011058823529412,0
1798,52,1,1,61899,86,12,43.87,0,5,0.01,0,Excellent customer service.,2025-10-27,526.4399999999999,0.0,3.797,155,526.4399999999999,2
1799,61,1,9,124813,87,38,60.02,12,10,0.75,0,The website is easy to use.,2025-06-15,2280.76,27369.120000000003,7.075,289,15.729379310344829,2
1800,33,1,9,44709,49,33,30.53,12,30,0.59,0,Love the products and fast shipping.,2025-10-08,1007.49,12089.880000000001,21.123,174,6.948206896551724,1
1801,23,1,5,72579,27,8,48.16,1,7,0.27,0,"Great experience, will shop again!",2025-06-24,385.28,385.28,5.119,280,29.636923076923075,0
1802,59,0,9,137761,88,39,62.88,11,28,0.58,0,"Great experience, will shop again!",2025-07-29,2452.32,26975.52,19.726,245,18.438496240601506,2
1803,44,1,5,39006,95,29,43.18,8,6,0.24,0,The website is easy to use.,2025-06-23,1252.22,10017.76,4.427999999999999,281,12.909484536082475,2
1804,18,0,5,30489,39,5,42.8,0,1,0.87,1,Shipping was too slow.,2024-05-02,214.0,0.0,0.739,698,214.0,0
1805,58,0,0,82425,49,17,46.2,4,6,0.08,0,The website is easy to use.,2025-07-14,785.4000000000001,3141.6000000000004,4.475999999999999,260,16.028571428571432,1
1806,67,0,6,102148,89,25,56.81,6,14,0.65,0,Good quality and value for money.,2025-06-15,1420.25,8521.5,9.905,289,19.455479452054796,2
1807,27,1,1,54329,92,12,39.75,0,10,0.37,0,Excellent customer service.,2025-07-21,477.0,0.0,7.189,253,477.0,2
1808,29,0,1,30116,72,16,48.56,3,10,0.22,0,Love the products and fast shipping.,2025-10-20,776.96,2330.88,7.234,162,20.99891891891892,2
1809,44,1,3,28653,42,16,35.87,5,12,0.75,0,"Great experience, will shop again!",2025-09-26,573.92,2869.6,8.474999999999998,186,9.408524590163934,1
1810,69,1,9,168723,66,25,75.78,5,21,0.33,0,Very satisfied with my purchase.,2025-07-10,1894.5,9472.5,14.901,264,31.057377049180328,1
1811,36,0,5,23222,30,5,21.13,0,10,0.84,0,Love the products and fast shipping.,2025-07-19,105.64999999999999,0.0,7.048,255,105.64999999999999,0
1812,39,1,7,64546,71,26,54.8,7,13,0.83,0,Very satisfied with my purchase.,2025-05-04,1424.8,9973.6,9.151,331,16.76235294117647,2
1813,65,0,9,56619,37,20,44.55,7,23,0.39,0,Love the products and fast shipping.,2025-05-12,891.0,6237.0,16.282999999999998,323,10.48235294117647,0
1814,34,0,5,41673,6,15,35.75,5,17,0.73,1,"Poor quality, item broke after a week.",2024-01-02,536.25,2681.25,11.980999999999998,819,8.790983606557377,0
1815,54,0,0,49406,47,29,42.78,11,29,0.73,0,Good quality and value for money.,2025-09-03,1240.6200000000001,13646.820000000002,20.380999999999997,209,9.327969924812031,1
1816,30,1,9,147993,47,28,59.08,8,5,0.54,0,Love the products and fast shipping.,2025-05-22,1654.24,13233.92,3.638,313,17.054020618556702,1
1817,51,1,0,106496,61,36,55.78,12,10,0.34,0,"Great experience, will shop again!",2025-10-24,2008.08,24096.96,7.198,158,13.848827586206896,1
1818,34,0,1,55591,5,4,33.58,0,22,0.46,1,Shipping was too slow.,2024-04-14,134.32,0.0,15.562,716,134.32,0
1819,19,0,7,65671,91,12,59.42,0,6,0.66,0,"Great experience, will shop again!",2025-09-07,713.04,0.0,4.302,205,713.04,2
1820,70,0,4,119311,93,15,59.89,0,28,0.37,0,"Great experience, will shop again!",2025-07-27,898.35,0.0,19.788999999999998,247,898.35,2
1821,64,1,5,25186,3,32,19.36,15,4,0.19,0,Love the products and fast shipping.,2025-08-22,619.52,9292.8,3.0429999999999997,221,3.4227624309392266,0
1822,33,1,8,125001,94,45,69.15,15,25,0.01,0,Excellent customer service.,2025-06-08,3111.7500000000005,46676.25000000001,17.797,296,17.191988950276247,2
1823,56,0,3,38774,28,19,33.27,8,10,0.27,0,The website is easy to use.,2025-05-07,632.1300000000001,5057.040000000001,7.219,328,6.516804123711341,0
1824,45,0,9,65694,76,27,51.88,7,25,0.51,0,Very satisfied with my purchase.,2025-09-21,1400.76,9805.32,17.647,191,16.479529411764705,2
1825,53,1,3,33780,1,4,36.3,0,15,0.03,1,Customer service was unhelpful.,2024-11-28,145.2,0.0,10.791,488,145.2,0
1826,51,0,4,138820,7,24,40.96,8,10,0.38,0,Very satisfied with my purchase.,2025-08-27,983.04,7864.32,7.186,216,10.13443298969072,0
1827,56,0,5,77403,61,12,55.65,1,17,0.62,0,Very satisfied with my purchase.,2025-06-20,667.8,667.8,12.014,284,51.36923076923077,1
1828,21,0,5,78416,97,16,61.24,0,9,0.23,0,Good quality and value for money.,2025-05-05,979.84,0.0,6.531,330,979.84,2
1829,57,1,5,55526,65,9,45.9,0,27,0.19,0,The website is easy to use.,2025-05-13,413.09999999999997,0.0,19.142999999999997,322,413.09999999999997,1
1830,64,0,8,71188,75,34,45.69,11,27,0.54,0,Good quality and value for money.,2025-08-21,1553.46,17088.06,19.038,222,11.68015037593985,2
1831,45,1,1,34050,76,38,41.36,15,9,0.49,0,Good quality and value for money.,2025-05-22,1571.68,23575.2,6.452999999999999,313,8.683314917127072,2
1832,20,0,9,76133,85,17,51.34,2,12,0.44,0,Very satisfied with my purchase.,2025-09-07,872.7800000000001,1745.5600000000002,8.567999999999998,205,34.9112,2
1833,38,1,0,52749,65,35,34.06,12,4,0.11,0,Love the products and fast shipping.,2025-06-22,1192.1000000000001,14305.2,3.0669999999999997,282,8.221379310344828,1
1834,34,0,9,127132,30,27,49.08,8,1,0.76,1,The product did not match the description.,2023-11-21,1325.1599999999999,10601.279999999999,0.7719999999999999,861,13.66144329896907,0
1835,19,0,6,88907,81,14,59.38,0,19,0.76,1,I will not be shopping here again.,2024-09-25,831.32,0.0,13.371999999999998,552,831.32,2
1836,37,0,5,75696,24,34,37.91,13,8,0.38,0,"Great experience, will shop again!",2025-10-10,1288.9399999999998,16756.219999999998,5.786,172,8.209808917197451,0
1837,35,0,8,73503,22,25,43.59,9,28,0.6,0,Love the products and fast shipping.,2025-06-13,1089.75,9807.75,19.72,291,9.997706422018348,0
1838,60,0,2,128674,28,14,44.6,3,12,0.52,0,Very satisfied with my purchase.,2025-09-03,624.4,1873.1999999999998,8.543999999999999,209,16.875675675675677,0
1839,37,1,1,34992,40,34,39.91,14,19,0.18,0,The website is easy to use.,2025-05-17,1356.9399999999998,18997.159999999996,13.546,318,8.029230769230768,0
1840,40,1,0,135107,24,18,51.14,5,10,0.9,0,Love the products and fast shipping.,2025-07-16,920.52,4602.6,7.03,258,15.090491803278688,0
1841,29,1,9,70597,62,33,41.91,11,28,0.18,0,The website is easy to use.,2025-09-11,1383.03,15213.33,19.845999999999997,201,10.398721804511277,1
1842,24,0,1,43025,72,20,40.33,5,4,0.66,0,Very satisfied with my purchase.,2025-10-12,806.5999999999999,4032.9999999999995,2.9019999999999997,170,13.22295081967213,2
1843,42,1,2,99799,75,37,60.82,12,14,0.68,0,The website is easy to use.,2025-06-27,2250.34,27004.08,9.895999999999999,277,15.519586206896554,2
1844,27,1,0,82807,49,27,48.26,9,25,0.62,0,Love the products and fast shipping.,2025-10-27,1303.02,11727.18,17.614,155,11.954311926605504,1
1845,47,0,5,95101,60,16,57.84,2,24,0.37,0,Very satisfied with my purchase.,2025-06-06,925.44,1850.88,16.988999999999997,298,37.0176,1
1846,38,1,9,142646,88,24,75.72,4,11,0.64,0,"Great experience, will shop again!",2025-06-25,1817.28,7269.12,7.807999999999999,279,37.08734693877551,2
1847,43,1,4,120189,84,26,54.3,5,6,0.84,0,The website is easy to use.,2025-08-19,1411.8,7059.0,4.247999999999999,224,23.144262295081965,2
1848,19,0,9,71821,51,11,46.07,1,16,0.5,0,Good quality and value for money.,2025-09-05,506.77,506.77,11.35,207,38.98230769230769,1
1849,45,1,4,61941,62,36,48.66,14,4,0.14,0,Excellent customer service.,2025-09-18,1751.7599999999998,24524.639999999996,3.058,194,10.365443786982247,1
1850,34,1,8,127537,47,16,58.56,3,28,0.5,0,Excellent customer service.,2025-08-10,936.96,2810.88,19.749999999999996,233,25.323243243243244,1
1851,44,1,6,58465,53,34,48.7,13,19,0.5,0,"Great experience, will shop again!",2025-07-13,1655.8000000000002,21525.4,13.45,261,10.546496815286625,1
1852,68,1,0,106476,91,16,62.86,0,3,0.33,0,Love the products and fast shipping.,2025-09-05,1005.76,0.0,2.3009999999999997,207,1005.76,2
